state,county,Elderly_pop,Percent_Elderly_pop,NON_WHITE,Percent_NON_White,NUM_ICU_BEDS,Num_ICU_BEDS_per_10000,lat,lon,percent_smokers,percent_adults_with_obesity,percent_uninsured,percent_adults_with_diabetes,percent_below_poverty,percent_rural,POP_DENSITY,POP_TOTAL,Positive_Cases,Deaths,Positive_Cases_Rate,Deaths_Rate,IECC_Climate_Zone,IECC_Moisture_Regime,BA_Climate_Zone,Cold,Hot_Dry,Hot_Humid,Marine,Mixed_Dry,Mixed_Humid,Subarctic,Very_Cold,Positive_Case_Rate_NORM,Death_Rate_NORM,cluster_3
Alabama,Conecuh,2832,23.47,5822,48.25,8,6.629651115,31.4292397,-86.993678,21.10751297,43,12.03345531,25.9,32.5,80.94950106,14.19385772,12067,770,15,0.063810392,0.00124306,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.382776423,0.364462942,2
Alabama,Coosa,2568,24.08,3545,33.25,0,0,32.9362495,-86.247657,20.39996562,40.3,13.02620142,20.8,15.3,100,16.38127608,10663,423,4,0.039669887,0.000375129,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.545588295,-0.689107774,3
Alabama,Covington,7920,21.38,5738,15.49,13,3.508866636,31.2484987,-86.451277,19.24945154,31.7,12.10361769,15.3,19,69.65179399,35.95399114,37049,2465,38,0.06653351,0.001025669,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.487498605,0.100574734,2
Alabama,Crenshaw,2671,19.39,3833,27.83,5,3.630554749,31.7315375,-86.313579,18.64692957,38,12.26752504,18.2,18.2,100,22.62008197,13772,761,33,0.055257043,0.002396166,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.053842666,1.764205326,1
Alabama,Cullman,15735,18.78,3580,4.27,12,1.432527934,34.13195,-86.867583,17.90107122,36.9,12.65824677,19.3,17.1,73.23955924,113.9859657,83768,5474,57,0.065347149,0.000680451,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.441875072,-0.318481235,2
Alabama,Dale,8502,17.29,12899,26.23,6,1.220206622,31.4318149,-85.611009,20.05739493,37.2,9.698863918,15.8,20.5,50.88853953,87.63094769,49172,2675,59,0.054400879,0.00119987,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.020917377,0.312035429,2
Alabama,Dallas,7021,18.88,26937,72.42,23,6.183460587,32.325976,-87.106472,24.08899101,43.1,10.37240769,15.9,34.3,45.63897764,38.0057452,37196,2467,34,0.066324336,0.000914077,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.479454469,-0.034885384,2
Alabama,DeKalb,12601,17.62,5210,7.29,12,1.678016584,34.4598061,-85.804114,21.02827079,29.2,17.31903394,12.8,19.8,90.1306445,92.02622335,71513,5635,48,0.078796862,0.000671207,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.959106946,-0.329702581,2
Alabama,Elmore,12657,15.59,19748,24.32,11,1.35452967,32.5966528,-86.149164,17.45250185,34.3,8.655716447,15.8,14.3,54.18836614,131.3025232,81209,4803,72,0.059143691,0.000886601,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.203310398,-0.068237621,2
Alabama,Escambia,6691,18.26,13818,37.72,14,3.821690825,31.1261417,-87.161584,22.41258458,39.4,14.42834487,18.8,25.2,63.51157389,38.76179575,36633,2214,32,0.060437311,0.000873529,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.25305877,-0.084105455,2
Alabama,Etowah,19796,19.36,19767,19.33,85,8.311495287,34.0452655,-86.034763,20.1473986,35.5,12.46599573,15.7,18.4,37.48348176,191.0537472,102268,7693,74,0.075223921,0.000723589,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.821703359,-0.266116245,2
Alabama,Fayette,3545,21.75,2322,14.24,8,4.907373328,33.7212303,-87.738866,18.00159326,41,11.45995637,23.3,17.3,80.23316513,25.97169091,16302,1117,16,0.0685192,0.000981475,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.56386175,0.046928108,2
Alabama,Franklin,5374,17.14,2605,8.31,11,3.507429373,34.4416987,-87.84374,19.25058304,34.3,15.3034504,14.8,22.3,70.36651527,49.48118909,31362,2808,34,0.089535106,0.001084115,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,1.372064618,0.171521428,2
Alabama,Geneva,5420,20.63,3376,12.85,6,2.283887176,31.0950592,-85.839091,20.00360328,38.7,14.07272901,16.9,22.8,89.64165734,45.73577537,26271,1374,12,0.052301016,0.000456777,3,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.059836442,-0.589995645,3
Alabama,Greene,1890,23.3,6611,81.51,4,4.931574405,32.8531567,-87.952213,24.63281871,35.5,11.44634526,14.5,37.9,100,12.53429655,8111,518,18,0.063863889,0.002219208,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.384833726,1.549398528,1
Alabama,Hale,2885,19.69,8688,59.3,5,3.412736332,32.7626697,-87.629151,22.07729134,40.4,10.56016246,17.8,25.9,89.16878173,22.75202488,14651,1099,33,0.075011945,0.002252406,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.813551423,1.589696577,1
Alabama,Henry,4031,23.43,4890,28.42,0,0,31.5147101,-85.241418,18.42984544,36.3,12.18773656,16.6,15.3,87.75286094,30.6274992,17205,956,7,0.055565243,0.000406858,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.065695005,-0.650591684,3
Alabama,Houston,19184,18.12,33010,31.18,72,6.800022667,31.1532057,-85.302477,19.24978279,38.1,11.0702235,13.5,18.9,33.80405133,182.5973231,105882,5907,46,0.055788519,0.000434446,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.074281492,-0.61710364,3
Alabama,Jackson,10591,20.51,4453,8.63,10,1.937008484,34.7794728,-85.999351,19.95892088,38.7,13.05094171,16.5,18.8,77.01730325,47.89644831,51626,4188,24,0.081121915,0.000464882,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,1.048520872,-0.580157566,2
Alabama,Jefferson,107329,16.3,309057,46.93,393,5.9674478,33.5543197,-86.896496,17.62204526,34.6,10.04948485,12.9,18.1,9.833765145,592.6213078,658573,38794,548,0.05890615,0.000832102,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.194175355,-0.134393436,2
Alabama,Lamar,3060,22.17,1722,12.47,0,0,33.7791478,-88.096959,20.430552,35.7,11.53169829,18.8,23.9,100,22.82399087,13805,806,8,0.058384643,0.0005795,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.17411991,-0.441023958,2
Alabama,Lauderdale,19007,20.5,12096,13.04,36,3.882280624,34.9014133,-87.654015,16.6560043,32.5,11.28515877,13.8,18.3,49.29510619,138.8783746,92729,4917,60,0.053025483,0.000647047,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.031975833,-0.359029953,3
Alabama,Lawrence,6287,19.1,7167,21.77,6,1.822378812,34.5216829,-87.310994,20.18764616,32.6,14.02862986,19.3,18.3,91.28978712,47.66916046,32924,1525,36,0.046318795,0.001093427,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.289893075,0.182826069,2
Alabama,Lee,20412,12.41,48131,29.25,20,1.215495132,32.6011521,-85.355475,17.56014041,29.9,10.35018499,9,23,27.40949896,270.8279786,164542,8499,72,0.051652466,0.000437578,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.084777576,-0.613301312,3
Alabama,Limestone,15081,15.25,18794,19,18,1.819744225,34.8101056,-86.981406,18.17335659,33.9,11.01404217,13.8,14.1,57.60914208,176.6531088,98915,5068,49,0.05123591,0.000495375,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.100796955,-0.543142741,3
Alabama,Lowndes,1921,19.75,7199,74.02,0,0,32.1547539,-86.650103,22.61591119,46.9,10.82283173,13.9,28.7,100,13.58548442,9726,850,30,0.087394612,0.003084516,3,A,Hot_Humid,0,0,1,0,0,0,0,0,1.289748242,2.599784749,1
Alabama,Macon,3785,20.95,14938,82.68,0,0,32.3859651,-85.692657,21.4146964,49.6,10.55468224,23,25.5,55.54726832,29.67279451,18068,823,23,0.045550144,0.001272969,3,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.319452869,0.400769367,2
Alabama,Madison,57136,15.32,116081,31.13,99,2.654803183,34.7630965,-86.550231,16.8201727,32.9,9.439347131,13.5,13.3,16.44151477,465.2009627,372909,16115,163,0.043214296,0.000437104,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.409281914,-0.613877046,3
Alabama,Marengo,3749,19.87,10070,53.38,5,2.650691831,32.2476712,-87.789543,21.35600035,42.2,9.797428905,17.6,27.8,69.31564179,19.30940595,18863,1374,24,0.072841012,0.001272332,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.730064452,0.399996477,2
Alabama,Marion,6389,21.51,1770,5.96,8,2.692786698,34.1365641,-87.887139,19.06020361,36.8,11.40808344,20.4,18.6,88.85495191,40.02334908,29709,1632,39,0.054932849,0.001312734,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.041375203,0.449039302,2
Alabama,Marshall,16750,17.31,6960,7.19,20,2.0666708,34.3669626,-86.306644,21.01785348,34.4,15.64357699,11.8,20.5,53.26868704,171.0266059,96774,7551,64,0.078027156,0.000661335,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.929506574,-0.341686058,2
Alabama,Mobile,68742,16.64,169365,40.99,246,5.953389318,30.7915214,-88.206477,19.36996915,36.3,11.71989015,14,19.5,20.02024252,336.1071871,413210,21704,386,0.05252535,0.00093415,2,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.051209292,-0.0105191,2
Alabama,Monroe,4385,21.15,9256,44.64,8,3.858582935,31.5708847,-87.365436,23.25753896,41.8,12.7897351,18.4,32.1,79.0445639,20.21376911,20733,895,11,0.043167897,0.000530555,3,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.411066293,-0.500437747,3
Alabama,Montgomery,35281,15.58,146064,64.49,86,3.797144194,32.2202692,-86.207623,19.68315291,37.7,11.00542222,13.9,21.3,10.49123006,288.751466,226486,13445,255,0.059363493,0.001125897,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.211763251,0.222241163,2
Alabama,Morgan,21341,17.83,20565,17.18,23,1.921807502,34.453475,-86.852947,18.85570615,32.4,11.56025222,12.7,16.3,38.59737217,206.5712248,119679,8129,62,0.067923362,0.000518052,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.540947757,-0.515614622,2
Alabama,Perry,1795,20.12,6225,69.76,0,0,32.6384682,-87.294412,26.00308857,43.4,11.48098831,15.8,39.8,100,12.39885509,8923,729,9,0.08169898,0.001008629,3,A,Hot_Humid,0,0,1,0,0,0,0,0,1.070712894,0.0798909,2
Alabama,Pickens,3886,19.5,8362,41.96,0,0,33.2808008,-88.088756,21.19912304,34.9,11.60720353,15,23.9,100,22.61098741,19930,1370,23,0.068740592,0.001154039,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.57237576,0.256402076,2
Alabama,Pike,5031,15.19,14078,42.51,9,2.717883675,31.8027332,-85.940938,20.60465618,36.2,12.91665076,12.3,25.7,51.67938235,49.26918548,33114,1712,16,0.051700187,0.000483179,3,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.082942359,-0.55794671,3
Alabama,Randolph,4741,20.87,5003,22.02,3,1.320306311,33.2937911,-85.459133,18.99835753,37.4,13.22766246,16.5,20.6,81.34246934,39.13880279,22722,1116,27,0.049115395,0.001188276,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.182345006,0.29796141,2
Alabama,Russell,8589,14.82,29015,50.06,10,1.725298045,32.2884021,-85.184929,21.79131984,45.1,11.30465401,19,21.5,35.4089939,90.40111666,57961,2430,6,0.041924742,0.000103518,3,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.458873924,-1.018813232,3
Alabama,Shelby,34724,15.95,38013,17.46,32,1.46989922,33.2642847,-86.660669,15.56115747,35,7.859134052,10.5,8.5,22.94487019,277.1972195,217702,12254,86,0.056287953,0.000395035,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.093488085,-0.664943552,3
Alabama,St. Clair,15083,16.85,11203,12.52,6,0.670301189,33.7156993,-86.314709,18.33530128,36.6,10.04106833,13.8,13.7,72.79676528,141.6543685,89512,5058,60,0.05650639,0.000670301,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.101888454,-0.33080169,2
Alabama,Sumter,2325,18.71,9240,74.35,6,4.828196669,32.5910611,-88.198851,22.49191497,42.8,11.36221621,20.5,36.7,100,13.74836875,12427,636,22,0.051178885,0.001770339,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.102989947,1.004520911,2
Alabama,Talladega,14769,18.47,28736,35.93,14,1.750481382,33.3800873,-86.165891,23.15986226,38.8,10.30204108,16.3,20.8,55.81533825,108.5511809,79978,4180,62,0.052264373,0.000775213,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.061245635,-0.203450262,2
Alabama,Tallapoosa,8987,22.26,11895,29.47,14,3.468179454,32.8623836,-85.797503,18.18006719,36,11.90483693,15.9,23.4,74.22625913,56.33755308,40367,2018,92,0.04999133,0.002279089,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.148659425,1.622087211,1
Alabama,Tuscaloosa,28789,13.75,74914,35.78,57,2.722648134,33.2895782,-87.525115,17.8726324,34.6,9.308683081,11.9,18,25.50807579,158.4010764,209355,14931,191,0.071319051,0.000912326,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.671534854,-0.037010695,2
Alabama,Walker,12409,19.54,5761,9.07,12,1.889139025,33.8033167,-87.297333,22.68098456,39.6,11.67076647,14.2,21.9,74.08799964,80.28505898,63521,4293,113,0.067583949,0.001778939,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.527895044,1.01496092,2
Alabama,Washington,3219,19.72,5550,33.99,3,1.837559721,31.4076346,-88.207862,20.79009208,32.9,13.90946502,16.6,21.6,100,15.11378153,16326,992,22,0.060761975,0.001347544,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.265544289,0.491295089,2
Alabama,Wilcox,2105,20.29,7505,72.35,4,3.856165044,31.9893103,-87.3082,22.06663015,47.7,10.51888458,19.9,34.9,100,11.67476022,10373,694,18,0.066904464,0.001735274,3,A,Hot_Humid,0,0,1,0,0,0,0,0,0.501764274,0.96195652,2
Alabama,Winston,5167,21.87,967,4.09,4,1.692835076,34.1492043,-87.373669,19.6479681,37.8,12.77275435,19.5,20.6,84.89217448,38.54781448,23629,1613,25,0.068263574,0.001058022,3,A,Mixed_Humid,0,0,0,0,0,1,0,0,0.554031225,0.139847916,2
Alaska,Aleutians East Borough,351,10.52,2632,78.87,0,0,55.6854324,-161.24441,16.64681092,50.5,27.86085826,12.6,15.5,100,0.477946264,3337,42,0,0.012586155,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.587139832,-1.144472364,3
Alaska,Aleutians West Census Area,419,7.44,3722,66.06,0,0,53.6677503,-166.89042,15.14282335,44.3,20.23488641,9.8,7.7,100,1.283295961,5634,150,0,0.026624068,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.047287711,-1.144472364,3
Alaska,Anchorage,33757,11.72,104330,36.23,109,3.784722222,61.1507764,-149.10499,15.04143203,31.8,12.74142058,7.8,8.1,4.117179415,168.7559655,288000,19461,85,0.067572917,0.000295139,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,0.527470791,-0.786206762,2
Alaska,Bethel Census Area,1448,7.88,16494,89.71,6,3.263352551,60.9473108,-159.52236,30.4180171,31,19.77842354,6.1,26.6,73.93757715,0.453190835,18386,1846,7,0.10040248,0.000380724,8,N/A,Subarctic,0,0,0,0,0,0,1,0,1.789988202,-0.682315446,2
Alaska,Bristol Bay plus Lake and Peninsula,319,13.14,1703,70.14,0,0,58.7419514,-156.70288,24.80171443,39.17726524,22.62355566,11.35930807,14.84036244,100,0.101360586,2428,152,0,0.062602965,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,0.336342755,-1.144472364,3
Alaska,Denali Borough,238,11.35,358,17.07,0,0,63.6731969,-150.00945,17.5746877,25.3,13.9561058,4.9,11.3,100,0.164501678,2097,53,0,0.025274201,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.099199168,-1.144472364,3
Alaska,Dillingham Census Area,494,10.05,4140,84.21,3,6.102522376,59.8088028,-158.19082,26.93081718,35.6,17.43098842,10.3,16.5,100,0.264746193,4916,107,1,0.021765663,0.000203417,8,N/A,Subarctic,0,0,0,0,0,0,1,0,-1.234126044,-0.897546376,3
Alaska,Fairbanks North Star Borough,10828,11.18,23619,24.39,13,1.342295739,64.8079232,-146.56368,15.85357887,30,13.23840093,6.2,7.8,30.87076378,13.18876494,96849,4061,18,0.041931254,0.000185856,8,N/A,Subarctic,0,0,0,0,0,0,1,0,-0.458623521,-0.918863563,3
Alaska,Haines Borough,548,21.66,512,20.24,0,0,59.1146922,-135.70052,16.1178286,27,17.98488665,7.4,5.3,100,1.090422564,2530,18,0,0.007114625,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.797556971,-1.144472364,3
Alaska,Juneau City and Borough,4461,13.95,10032,31.38,9,2.814787014,58.4697877,-134.15765,16.58487086,27.3,13.36833603,6.5,7.4,21.54436451,11.83343542,31974,922,3,0.028835929,9.38E-05,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-0.962226785,-1.03057781,3
Alaska,Kenai Peninsula Borough,10775,18.35,9818,16.72,11,1.873679907,60.1872284,-150.29519,17.33815308,32.7,16.04337289,8.4,11,79.33754513,3.652113637,58708,3111,12,0.052991074,0.000204401,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-0.033299067,-0.896351871,3
Alaska,Ketchikan Gateway Borough,2291,16.48,4526,32.56,4,2.877490828,55.5964541,-130.91769,16.93510011,38.2,17.18642316,9.2,10.8,23.18765304,2.861228016,13901,215,0,0.015466513,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.476370705,-1.144472364,3
Alaska,Kodiak Island Borough,1476,11.36,5855,45.05,4,3.077396523,57.4309746,-153.53729,15.43897324,34.1,18.41440835,8,9.2,31.31989406,1.984322106,12998,603,1,0.046391753,7.69E-05,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-0.287087358,-1.051081984,3
Alaska,Kusilvak Census Area,506,6.09,8001,96.24,0,0,62.1545387,-163.37864,41.00094861,23.2,17.65085095,4.7,36,100,0.486729543,8314,549,2,0.066033197,0.000240558,8,N/A,Subarctic,0,0,0,0,0,0,1,0,0.46825822,-0.852461742,2
Alaska,Matanuska-Susitna Borough,13755,12.7,18942,17.49,14,1.292502562,62.3157399,-149.57068,17.50057946,34.4,14.84915792,8.7,9.7,50.29383673,4.401711272,108317,5186,8,0.047877988,7.39E-05,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-0.229931624,-1.054817875,3
Alaska,Nome Census Area,803,8.03,8435,84.32,3,2.99880048,65.0393296,-163.51052,31.53057287,40.3,21.20708749,7.4,27,66.05562579,0.43565846,10004,249,0,0.024890044,0,8,N/A,Subarctic,0,0,0,0,0,0,1,0,-1.113972597,-1.144472364,3
Alaska,North Slope Borough,736,7.49,6620,67.33,3,3.051261188,69.3118481,-153.47948,23.85108657,40.1,17.80867263,7.6,11.2,59.33191941,0.110672118,9832,615,1,0.062550854,0.000101709,8,N/A,Subarctic,0,0,0,0,0,0,1,0,0.334338735,-1.02100937,2
Alaska,Northwest Arctic Borough,557,7.31,6732,88.33,3,3.936491274,67.0530025,-159.72101,30.51691785,42.1,24.10474168,10.8,24.5,57.46377775,0.213860709,7621,382,0,0.050124656,0,8,N/A,Subarctic,0,0,0,0,0,0,1,0,-0.143532144,-1.144472364,3
Alaska,Petersburg Borough,670,20.51,825,25.26,2,6.123698714,57.2747529,-132.86406,15.18753835,25,18.73123123,8.2,9.3,100,1.119419986,3266,26,0,0.007960808,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.765015514,-1.144472364,3
Alaska,Prince of Wales-Hyder Census Area,1125,18.14,3320,53.52,0,0,55.4970277,-132.84246,22.27222789,44.9,23.17660126,13.6,14.9,100,1.17882128,6203,62,1,0.009995164,0.000161212,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.686780877,-0.948778642,3
Alaska,Sitka City and Borough,1364,16.06,2904,34.19,4,4.70976098,56.9475823,-135.05252,16.25045499,26.6,18.27765608,7.9,9,20.87602747,2.958839896,8493,228,0,0.026845638,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.038766877,-1.144472364,3
Alaska,Southeast Fairbanks Census Area,1078,15.64,1558,22.6,0,0,63.8769139,-143.20681,19.61017034,32.8,21.07508532,9.5,13.6,100,0.278307155,6893,350,2,0.05077615,0.000290149,8,N/A,Subarctic,0,0,0,0,0,0,1,0,-0.118477814,-0.792263411,3
Alaska,Valdez-Cordova Census Area,1328,14.43,2560,27.82,4,4.346881113,61.6257043,-144.30639,16.59062272,34.8,14.89574229,11.2,8.5,100,0.268763602,9202,289,3,0.031406216,0.000326016,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-0.863381977,-0.748725302,3
Alaska,Wrangell City and Borough,614,24.54,781,31.22,1,3.996802558,56.3288427,-131.93819,17.38448445,42.6,18.93551689,13.8,9.9,100,0.984462022,2502,22,0,0.008792966,0,7,N/A,Very_Cold,0,0,0,0,0,0,0,1,-1.733013472,-1.144472364,3
Alaska,Yukon-Koyukuk Census Area,822,15.72,3999,76.46,0,0,65.5087334,-151.39154,29.69143357,30.5,24.09821817,9.1,23.5,100,0.035946769,5230,187,3,0.035755258,0.000573614,8,N/A,Subarctic,0,0,0,0,0,0,1,0,-0.696132073,-0.448169406,3
Arizona,Apache,11334,15.77,55874,77.72,29,4.034109088,35.3955304,-109.48883,21.51310702,33.5,19.17271189,16.8,36.2,74.06107553,6.419938374,71887,6182,207,0.085996077,0.002879519,5,B,Cold,1,0,0,0,0,0,0,0,1.235965162,2.350941943,1
Arizona,Cochise,29118,23.12,15457,12.28,22,1.747113292,31.8796134,-109.75118,14.99584566,29.8,10.45641986,10.5,18.9,36.30106741,20.4267211,125922,4829,95,0.038349137,0.000754435,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.596380002,-0.228672307,3
